Student_ID,Python,Java,C++,JavaScript,HTML,CSS,React,Node.js,SQL,Database Design,Machine Learning,Deep Learning,Data Analytics,Excel,Cloud Computing,Linux,Networking,Cyber Security,Git,UI/UX Design,Career
S0019,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0020,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0021,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,AI / Machine Learning Engineer
S0022,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0023,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0024,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0025,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,AI / Machine Learning Engineer
S0026,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0027,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0028,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,AI / Machine Learning Engineer
S0029,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,AI / Machine Learning Engineer
S0030,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,AI / Machine Learning Engineer
S0031,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,AI / Machine Learning Engineer
S0032,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0033,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0034,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,AI / Machine Learning Engineer
S0035,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0036,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,AI / Machine Learning Engineer
S0037,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0038,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0039,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0040,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,AI / Machine Learning Engineer
S0041,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,AI / Machine Learning Engineer
S0042,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0043,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,AI / Machine Learning Engineer
S0044,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0045,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0046,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0047,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0048,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0049,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,AI / Machine Learning Engineer
S0050,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,AI / Machine Learning Engineer
S0051,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0052,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0053,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0054,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0055,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0056,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0057,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,AI / Machine Learning Engineer
S0058,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0059,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0060,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,AI / Machine Learning Engineer
S0061,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,AI / Machine Learning Engineer
S0062,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,AI / Machine Learning Engineer
S0063,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,AI / Machine Learning Engineer
S0064,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0065,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,AI / Machine Learning Engineer
S0066,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,AI / Machine Learning Engineer
S0067,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,Data Scientist
S0068,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0069,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,Data Scientist
S0070,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0071,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0072,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0073,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0074,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist
S0075,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Scientist
S0076,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0077,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,Data Scientist
S0078,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,Data Scientist
S0079,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0080,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0081,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0082,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Data Scientist
S0083,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0084,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,Data Scientist
S0085,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0086,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,Data Scientist
S0087,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0088,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0089,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist
S0090,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0091,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,Data Scientist
S0092,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,Data Scientist
S0093,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0094,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0095,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0096,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,Data Scientist
S0097,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,Data Scientist
S0098,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0099,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0100,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0101,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0102,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,Data Scientist
S0103,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0104,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,Data Scientist
S0105,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0106,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0107,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,Data Scientist
S0108,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,Data Scientist
S0109,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0110,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0111,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,Data Scientist
S0112,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,Data Scientist
S0113,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0114,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,Data Scientist
S0115,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0116,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,Data Scientist
S0117,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0118,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0119,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,Data Scientist
S0120,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0121,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0122,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,Data Scientist
S0123,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0124,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,Data Scientist
S0125,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist
S0126,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,Data Scientist
S0127,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist
S0128,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0129,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,Data Scientist
S0130,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Data Scientist
S0131,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,Data Scientist
S0132,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Data Scientist
S0133,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0134,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0135,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0136,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0137,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Data Analyst
S0138,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0139,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Data Analyst
S0140,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Data Analyst
S0141,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0142,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,Data Analyst
S0143,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0144,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0145,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0146,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Analyst
S0147,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,Data Analyst
S0148,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,Data Analyst
S0149,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,Data Analyst
S0150,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Data Analyst
S0151,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0152,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0153,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0154,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,Data Analyst
S0155,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,Data Analyst
S0156,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0157,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0158,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0159,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,Data Analyst
S0160,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,Data Analyst
S0161,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,Data Analyst
S0162,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0163,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0164,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0165,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Data Analyst
S0166,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0167,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,Data Analyst
S0168,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Data Analyst
S0169,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0170,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,Data Analyst
S0171,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Data Analyst
S0172,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0173,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,Data Analyst
S0174,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0175,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0176,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Data Analyst
S0177,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,Data Analyst
S0178,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Data Analyst
S0179,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,Data Analyst
S0180,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Data Analyst
S0181,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0182,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Analyst
S0183,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,Data Analyst
S0184,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0185,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Analyst
S0186,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,Data Analyst
S0187,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,Data Analyst
S0188,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,Data Analyst
S0189,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Data Analyst
S0190,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0191,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Data Analyst
S0192,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Data Analyst
S0193,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Data Analyst
S0194,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,Data Analyst
S0195,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,Data Analyst
S0196,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,Data Analyst
S0197,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,Data Analyst
S0198,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,Data Analyst
S0199,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0200,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0201,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0202,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0203,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0204,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0205,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0206,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0207,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0208,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0209,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0210,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0211,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0212,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0213,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Full Stack Developer
S0214,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0215,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Full Stack Developer
S0216,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0217,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0218,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0219,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0220,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0221,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0222,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Full Stack Developer
S0223,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Full Stack Developer
S0224,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0225,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,Full Stack Developer
S0226,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,Full Stack Developer
S0227,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0228,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0229,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Full Stack Developer
S0230,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0231,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Full Stack Developer
S0232,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0233,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Full Stack Developer
S0234,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0235,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0236,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0237,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0238,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0239,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Full Stack Developer
S0240,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0241,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0242,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Full Stack Developer
S0243,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0244,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Full Stack Developer
S0245,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0246,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0247,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,Full Stack Developer
S0248,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Full Stack Developer
S0249,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0250,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0251,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0252,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0253,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0254,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0255,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Full Stack Developer
S0256,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
S0257,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Full Stack Developer
S0258,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Full Stack Developer
